me_age	re_start	re_end	tmax
33.8604577284706	38.8604577284706	43.8604577284706	49.266511476000844
33.8604577284706	43.8604577284706	48.8604577284706	52.75889149334634
33.8604577284706	34.8604577284706	39.8604577284706	46.319011087881684
33.8604577284706	38.8604577284706	48.8604577284706	53.44310300172522
33.8604577284706	38.8604577284706	39.8604577284706	45.87732761502005
33.8604577284706	38.8604577284706	43.8604577284706	49.51846003076014
33.8604577284706	38.8604577284706	43.8604577284706	49.115954651040596
33.8604577284706	38.8604577284706	43.8604577284706	48.65278807349163
33.8604577284706	38.8604577284706	43.8604577284706	49.955211715489014
33.8604577284706	38.8604577284706	43.8604577284706	49.266511476000844
33.8604577284706	38.8604577284706	43.8604577284706	49.266511476000844
33.8604577284706	38.8604577284706	43.8604577284706	49.266511476000844
33.8604577284706	38.8604577284706	43.8604577284706	49.266511476000844
