Species	Extant	SampT	MinT	MaxT
t1	FALSE	48.213685484189305	47.8	56
t1	FALSE	46.607433650824355	41.2	47.8
t1	FALSE	43.828192595149986	41.2	47.8
t1	FALSE	43.555575729682936	41.2	47.8
t1	FALSE	38.48487386450549	37.8	41.2
t1	FALSE	37.92145183928877	37.8	41.2
t1	FALSE	36.893551164460554	33.9	37.8
t1	FALSE	31.648259385885087	27.82	33.9
t1	FALSE	30.79694984474378	27.82	33.9
t1	FALSE	30.74926884205657	27.82	33.9
t2	FALSE	46.18762025984191	41.2	47.8
t2	FALSE	42.13809907525708	41.2	47.8
t2	FALSE	40.23217476014098	37.8	41.2
t2	FALSE	39.9583654622583	37.8	41.2
t2	FALSE	36.748439352232424	33.9	37.8
t2	FALSE	36.398051746226535	33.9	37.8
t2	FALSE	35.79437889478362	33.9	37.8
t2	FALSE	34.850671372171774	33.9	37.8
t2	FALSE	33.81524710957018	27.82	33.9
t2	FALSE	33.335414550948656	27.82	33.9
t2	FALSE	30.45568921813506	27.82	33.9
t4	FALSE	36.78891665318908	33.9	37.8
t4	FALSE	34.08952020397473	33.9	37.8
t4	FALSE	31.509827587305264	27.82	33.9
t4	FALSE	30.9749381640758	27.82	33.9
t5	FALSE	36.516303797653244	33.9	37.8
t5	FALSE	35.84974070208118	33.9	37.8
t5	FALSE	33.165666108652545	27.82	33.9
t5	FALSE	28.73889955166907	27.82	33.9
t5	FALSE	28.10981678157046	27.82	33.9
t5	FALSE	27.2447498076064	23.03	27.82
t5	FALSE	25.11246159329402	23.03	27.82
t5	FALSE	24.82012776184926	23.03	27.82
t5	FALSE	23.930213455305125	23.03	27.82
t5	FALSE	23.757952271663857	23.03	27.82
t5	FALSE	22.459461223243686	20.44	23.03
t5	FALSE	21.884229807399905	20.44	23.03
t6	FALSE	32.88555413694762	27.82	33.9
t6	FALSE	32.05522866269236	27.82	33.9
t6	FALSE	31.499248256155838	27.82	33.9
t6	FALSE	30.155067011464105	27.82	33.9
t6	FALSE	27.449799612508258	23.03	27.82
t7	FALSE	29.90187579076379	27.82	33.9
t7	FALSE	28.481843122807	27.82	33.9
t7	FALSE	28.212911889211746	27.82	33.9
t7	FALSE	27.640137746100265	23.03	27.82
t7	FALSE	27.41266573389788	23.03	27.82
t7	FALSE	27.40257307014236	23.03	27.82
t7	FALSE	26.059787898277982	23.03	27.82
t8	FALSE	42.06950346993581	41.2	47.8
t8	FALSE	41.08794184703566	37.8	41.2
t8	FALSE	39.1381062077422	37.8	41.2
t8	FALSE	39.1080687929828	37.8	41.2
t8	FALSE	38.42147405934451	37.8	41.2
t8	FALSE	35.166301471978954	33.9	37.8
t8	FALSE	32.52459410809312	27.82	33.9
t9	FALSE	37.09733896645473	33.9	37.8
