Species	Extant	SampT	MinT	MaxT
t1	FALSE	47.738159875835414	41.2	47.8
t3	FALSE	47.328553867886775	41.2	47.8
t3	FALSE	42.07179739995997	41.2	47.8
t3	FALSE	38.54405012140633	37.8	41.2
t3	FALSE	36.03906197242127	33.9	37.8
t3	FALSE	35.631893695923	33.9	37.8
t3	FALSE	35.351514504363294	33.9	37.8
t3	FALSE	34.65636922979188	33.9	37.8
t3	FALSE	34.560425887722786	33.9	37.8
t3	FALSE	34.558556750500415	33.9	37.8
t3	FALSE	33.650866424594064	27.82	33.9
t3	FALSE	33.52849932965121	27.82	33.9
t3	FALSE	33.51411171194201	27.82	33.9
t4	FALSE	47.1425594774302	41.2	47.8
t4	FALSE	46.956853322220596	41.2	47.8
t4	FALSE	46.36485607816716	41.2	47.8
t4	FALSE	45.94284952211025	41.2	47.8
t4	FALSE	45.73176298590668	41.2	47.8
t4	FALSE	44.24887672490072	41.2	47.8
t4	FALSE	42.150949449839736	41.2	47.8
t4	FALSE	41.85757981391262	41.2	47.8
t4	FALSE	38.70523636424986	37.8	41.2
t4	FALSE	35.96029532076662	33.9	37.8
t4	FALSE	35.29701924746774	33.9	37.8
t4	FALSE	34.80365418516135	33.9	37.8
t4	FALSE	34.43866347061125	33.9	37.8
t4	FALSE	33.715705938465696	27.82	33.9
t4	FALSE	33.026034624910515	27.82	33.9
t4	FALSE	32.43506992095972	27.82	33.9
t4	FALSE	30.54576944075611	27.82	33.9
t4	FALSE	28.275149697535667	27.82	33.9
t4	FALSE	28.03582917908672	27.82	33.9
t4	FALSE	27.8131199634987	23.03	27.82
t4	FALSE	27.01135852631482	23.03	27.82
t4	FALSE	26.82506367797969	23.03	27.82
t4	FALSE	23.061518207557587	23.03	27.82
t4	FALSE	20.743456277338776	20.44	23.03
t4	FALSE	20.67120701736229	20.44	23.03
t4	FALSE	20.21972582005	15.97	20.44
t4	FALSE	17.135152366374992	15.97	20.44
t4	FALSE	16.57647717737938	15.97	20.44
t5	FALSE	46.601228981782036	41.2	47.8
t5	FALSE	46.32371733066124	41.2	47.8
t5	FALSE	44.74484144262256	41.2	47.8
t5	FALSE	41.65980941985848	41.2	47.8
t5	FALSE	41.50463235764096	41.2	47.8
t5	FALSE	41.11465218417162	37.8	41.2
t5	FALSE	37.923101577823104	37.8	41.2
t5	FALSE	37.88424248513422	37.8	41.2
t7	FALSE	44.5001511732125	41.2	47.8
t7	FALSE	42.99855815948829	41.2	47.8
t7	FALSE	41.88076043195097	41.2	47.8
t7	FALSE	40.983292378445185	37.8	41.2
t8	FALSE	42.552798090647244	41.2	47.8
t8	FALSE	42.0751561648185	41.2	47.8
t8	FALSE	39.69007742182469	37.8	41.2
t9	FALSE	33.626206252892004	27.82	33.9
t9	FALSE	32.86194425746158	27.82	33.9
t9	FALSE	32.12081200358631	27.82	33.9
t9	FALSE	31.564301734235496	27.82	33.9
t9	FALSE	30.926970596707537	27.82	33.9
t9	FALSE	30.047664598916736	27.82	33.9
t9	FALSE	28.468483764037117	27.82	33.9
t9	FALSE	28.390257772360236	27.82	33.9
t9	FALSE	27.7048408841504	23.03	27.82
t9	FALSE	26.732078859749468	23.03	27.82
t10	FALSE	30.894970858562044	27.82	33.9
t10	FALSE	30.650305430136196	27.82	33.9
t10	FALSE	30.5353558318735	27.82	33.9
t10	FALSE	29.226975423296366	27.82	33.9
t10	FALSE	26.00009855865668	23.03	27.82
t10	FALSE	24.453365022211702	23.03	27.82
t10	FALSE	24.423553040004798	23.03	27.82
t10	FALSE	23.60253539984532	23.03	27.82
t11	FALSE	23.113418334744857	23.03	27.82
t11	FALSE	22.003136817752626	20.44	23.03
t11	FALSE	21.90743700961784	20.44	23.03
t11	FALSE	20.790266023269886	20.44	23.03
t11	FALSE	20.4034103962731	15.97	20.44
t11	FALSE	20.140253875734995	15.97	20.44
t11	FALSE	16.953262298515966	15.97	20.44
t12	FALSE	18.913704625402982	15.97	20.44
t12	FALSE	15.573950955439706	13.82	15.97
t13	FALSE	43.612402974513934	41.2	47.8
t13	FALSE	42.0496780094731	41.2	47.8
t13	FALSE	40.07206536316494	37.8	41.2
t13	FALSE	36.59959258651239	33.9	37.8
t13	FALSE	36.14537243139984	33.9	37.8
t13	FALSE	36.01117079320802	33.9	37.8
t14	FALSE	43.35807029380466	41.2	47.8
t14	FALSE	43.3058644475016	41.2	47.8
t14	FALSE	42.844880644713164	41.2	47.8
t14	FALSE	41.98876861080636	41.2	47.8
t15	FALSE	36.08921344188439	33.9	37.8
t15	FALSE	35.92445994827923	33.9	37.8
t15	FALSE	35.899323678795824	33.9	37.8
t15	FALSE	35.694032640959044	33.9	37.8
t15	FALSE	35.235151367847834	33.9	37.8
t15	FALSE	34.69455774946225	33.9	37.8
t15	FALSE	34.61994613404909	33.9	37.8
t15	FALSE	32.92262350845548	27.82	33.9
t15	FALSE	32.761900575264576	27.82	33.9
t16	FALSE	44.701162133400395	41.2	47.8
t16	FALSE	40.77291190260476	37.8	41.2
t16	FALSE	40.59055044261799	37.8	41.2
t17	FALSE	40.74731300753681	37.8	41.2
t17	FALSE	40.44170288573135	37.8	41.2
