Species	Extant	SampT	MinT	MaxT
t1	FALSE	44.40679007566215	41.2	47.8
t1	FALSE	42.29407281234562	41.2	47.8
t3	FALSE	37.53346684207344	33.9	37.8
t3	FALSE	37.110308138701555	33.9	37.8
t3	FALSE	33.33518498598774	27.82	33.9
t3	FALSE	33.09259810687822	27.82	33.9
t3	FALSE	31.63433548460582	27.82	33.9
t3	FALSE	28.056792345316158	27.82	33.9
t3	FALSE	27.98351521179919	27.82	33.9
t3	FALSE	25.07568234356999	23.03	27.82
t3	FALSE	24.982618187209066	23.03	27.82
t3	FALSE	24.97923625878006	23.03	27.82
t3	FALSE	24.752239547324773	23.03	27.82
t3	FALSE	24.6585851988098	23.03	27.82
t3	FALSE	22.93993606112865	20.44	23.03
t3	FALSE	22.323010096194018	20.44	23.03
t3	FALSE	21.751984830373566	20.44	23.03
t3	FALSE	20.72743650189195	20.44	23.03
t3	FALSE	17.624859363367847	15.97	20.44
t4	FALSE	42.287985193117024	41.2	47.8
t4	FALSE	41.67322674513105	41.2	47.8
t5	FALSE	42.72312570990855	41.2	47.8
t5	FALSE	41.21017834062569	41.2	47.8
t5	FALSE	40.91192173662476	37.8	41.2
t5	FALSE	38.365745852625864	37.8	41.2
t5	FALSE	37.434283551684516	33.9	37.8
t5	FALSE	35.598828413532246	33.9	37.8
t5	FALSE	34.578227896113724	33.9	37.8
t5	FALSE	30.860598422625344	27.82	33.9
t5	FALSE	30.689714706204725	27.82	33.9
t5	FALSE	29.638156470050124	27.82	33.9
t5	FALSE	27.912153335985867	27.82	33.9
t5	FALSE	27.839328555787535	27.82	33.9
t5	FALSE	27.80035638569537	23.03	27.82
t6	FALSE	39.27080675944461	37.8	41.2
t7	FALSE	39.14733157807404	37.8	41.2
t7	FALSE	33.09547715579161	27.82	33.9
t7	FALSE	31.999533687168746	27.82	33.9
t8	FALSE	34.34012742761482	33.9	37.8
t8	FALSE	33.399120360165426	27.82	33.9
t8	FALSE	32.962895022540614	27.82	33.9
t10	FALSE	26.11274371661703	23.03	27.82
t10	FALSE	25.300927799125116	23.03	27.82
t10	FALSE	21.28297632197415	20.44	23.03
t10	FALSE	19.699624264794913	15.97	20.44
t10	FALSE	18.5647003261331	15.97	20.44
t10	FALSE	16.01299039301068	15.97	20.44
t10	FALSE	15.94020152956784	13.82	15.97
t11	FALSE	17.945609324809574	15.97	20.44
t13	FALSE	39.71787552801224	37.8	41.2
t13	FALSE	38.282757090909605	37.8	41.2
t13	FALSE	37.01354034668041	33.9	37.8
t13	FALSE	36.60963923255188	33.9	37.8
t13	FALSE	35.73057270903273	33.9	37.8
t15	FALSE	36.82458748052876	33.9	37.8
t15	FALSE	36.7661046876706	33.9	37.8
t15	FALSE	36.371295563523304	33.9	37.8
t15	FALSE	34.87751868899058	33.9	37.8
t16	FALSE	23.239516473504874	23.03	27.82
t18	FALSE	36.802313156047646	33.9	37.8
t18	FALSE	36.69062346740979	33.9	37.8
t19	FALSE	34.23232542466634	33.9	37.8
t19	FALSE	34.147376148512826	33.9	37.8
t19	FALSE	31.161381498761596	27.82	33.9
t19	FALSE	29.473368662344612	27.82	33.9
t20	FALSE	35.85182242150999	33.9	37.8
t20	FALSE	34.018546554305736	33.9	37.8
t21	FALSE	23.445308283026705	23.03	27.82
t21	FALSE	23.17792069557255	23.03	27.82
t22	FALSE	19.207189027726724	15.97	20.44
t23	FALSE	15.624983385962185	13.82	15.97
t23	FALSE	12.615000479848277	11.63	13.82
t23	FALSE	11.873204363503646	11.63	13.82
t24	FALSE	24.039891682833503	23.03	27.82
t24	FALSE	23.972293213278125	23.03	27.82
t24	FALSE	23.485209464363823	23.03	27.82
t24	FALSE	14.1189104540547	13.82	15.97
t24	FALSE	12.70526045925876	11.63	13.82
t25	FALSE	13.613754115507952	11.63	13.82
t25	FALSE	13.462829796106568	11.63	13.82
t25	FALSE	12.888467139073661	11.63	13.82
t25	FALSE	12.224905685030869	11.63	13.82
t26	FALSE	13.222124538738015	11.63	13.82
t26	FALSE	12.552204910088065	11.63	13.82
t26	FALSE	11.490005115400734	7.25	11.63
t26	FALSE	8.333784865737094	7.25	11.63
t26	FALSE	8.164842616256841	7.25	11.63
t26	FALSE	7.18542082198357	5.33	7.25
t28	FALSE	21.585095309840003	20.44	23.03
t28	FALSE	20.93392748660494	20.44	23.03
t28	FALSE	20.853964030748	20.44	23.03
t28	FALSE	20.434717356241432	15.97	20.44
t28	FALSE	20.24871171639779	15.97	20.44
t28	FALSE	19.902753486374486	15.97	20.44
t28	FALSE	16.362305587598847	15.97	20.44
t28	FALSE	15.928561094658242	13.82	15.97
t30	FALSE	15.663174314690213	13.82	15.97
t30	FALSE	14.889123609555345	13.82	15.97
t30	FALSE	14.567401917614966	13.82	15.97
t32	FALSE	8.998921095132296	7.25	11.63
t33	FALSE	5.895005554284715	5.33	7.25
t33	FALSE	3.782265906149462	3.6	5.33
t34	TRUE	5.92853594921764	5.33	7.25
t34	TRUE	0.18539848562644323	0	3.6
t36	FALSE	19.783969910337092	15.97	20.44
t36	FALSE	19.770236289581717	15.97	20.44
t36	FALSE	19.714410017697574	15.97	20.44
t36	FALSE	19.085383459351252	15.97	20.44
t36	FALSE	18.695582742748915	15.97	20.44
t36	FALSE	18.635527712239085	15.97	20.44
t36	FALSE	17.342541553026198	15.97	20.44
t36	FALSE	15.748138802156184	13.82	15.97
t36	FALSE	13.937518380696488	13.82	15.97
t36	FALSE	13.639136068637086	11.63	13.82
t37	FALSE	15.733283080746912	13.82	15.97
t39	TRUE	2.2041823156164995	0	3.6
t39	TRUE	1.5089911855744234	0	3.6
t41	TRUE	15.70030588668875	13.82	15.97
t41	TRUE	12.423588060132737	11.63	13.82
t41	TRUE	12.149662469545497	11.63	13.82
t41	TRUE	9.591174812171921	7.25	11.63
t41	TRUE	3.9370838886187514	3.6	5.33
t41	TRUE	2.15150472512164	0	3.6
t41	TRUE	1.0919991758621563	0	3.6
t42	FALSE	14.059317022443302	13.82	15.97
t43	FALSE	7.603888333984564	7.25	11.63
t43	FALSE	5.415688048410338	5.33	7.25
t43	FALSE	5.158447140189928	3.6	5.33
t45	FALSE	5.44828140497841	5.33	7.25
t45	FALSE	2.328613513672231	0	3.6
t46	FALSE	6.330995225461727	5.33	7.25
t46	FALSE	5.154071516471511	3.6	5.33
t47	TRUE	5.556863511691503	5.33	7.25
t47	TRUE	5.232995945739262	3.6	5.33
t49	FALSE	12.422166158460058	11.63	13.82
t50	FALSE	10.485613177107055	7.25	11.63
t50	FALSE	5.656313418239364	5.33	7.25
t50	FALSE	1.0550775407689201	0	3.6
t50	FALSE	0.8632893803600723	0	3.6
t50	FALSE	0.3028435825409872	0	3.6
t52	TRUE	6.137989927818822	5.33	7.25
t52	TRUE	5.416261571203485	5.33	7.25
t52	TRUE	4.912263404321983	3.6	5.33
t52	TRUE	2.7324030285844074	0	3.6
t52	TRUE	0.39207380256201674	0	3.6
t53	FALSE	4.968393951141465	3.6	5.33
t55	FALSE	9.092611774872708	7.25	11.63
t56	TRUE	10.159552712541277	7.25	11.63
t56	TRUE	8.924964482512529	7.25	11.63
t56	TRUE	6.339779051652577	5.33	7.25
t56	TRUE	6.0633335306108265	5.33	7.25
t56	TRUE	4.3459821518218575	3.6	5.33
t56	TRUE	4.123930830161136	3.6	5.33
t56	TRUE	3.414979799303275	0	3.6
t57	TRUE	5.274422459979142	3.6	5.33
t57	TRUE	4.989340935577239	3.6	5.33
t57	TRUE	4.8652329088417545	3.6	5.33
t57	TRUE	4.702926227566387	3.6	5.33
t57	TRUE	0.3279319180168656	0	3.6
t58	FALSE	5.620535314371672	5.33	7.25
t58	FALSE	5.388626280529287	5.33	7.25
t60	FALSE	2.7921041496530563	0	3.6
t60	FALSE	1.920055556526819	0	3.6
t62	FALSE	8.93907424731372	7.25	11.63
t64	FALSE	5.771616442245886	5.33	7.25
t64	FALSE	3.7690287141275647	3.6	5.33
t64	FALSE	3.3003077220317962	0	3.6
t64	FALSE	2.0301155300957205	0	3.6
t65	TRUE	1.723971642026008	0	3.6
t66	FALSE	7.158737718426124	5.33	7.25
t67	FALSE	4.018368330322765	3.6	5.33
t67	FALSE	2.126654417730002	0	3.6
t69	TRUE	1.1916178712408083	0	3.6
t70	TRUE	0.992399028143069	0	3.6
t71	FALSE	6.59612242342628	5.33	7.25
t71	FALSE	6.119354415167976	5.33	7.25
t72	FALSE	5.666835317552582	5.33	7.25
t72	FALSE	5.242075159378842	3.6	5.33
t72	FALSE	4.759644931513378	3.6	5.33
t72	FALSE	3.0113286562496384	0	3.6
t73	FALSE	6.6895394786764655	5.33	7.25
t73	FALSE	5.728168578403142	5.33	7.25
t73	FALSE	4.590130969466713	3.6	5.33
t74	TRUE	2.1946635692789727	0	3.6
t74	TRUE	0.7648055292859652	0	3.6
t74	TRUE	0.7502062950739088	0	3.6
t75	TRUE	0.594921121582999	0	3.6
t79	TRUE	2.650673880459948	0	3.6
t79	TRUE	1.9839792672863439	0	3.6
t79	TRUE	1.5377291741168335	0	3.6
t80	TRUE	3.1245456252787704	0	3.6
t80	TRUE	1.4388946415374662	0	3.6
t80	TRUE	0.41151237630425896	0	3.6
t82	FALSE	6.4112106604421015	5.33	7.25
t82	FALSE	2.7115491188799723	0	3.6
t85	FALSE	8.276984996479477	7.25	11.63
t85	FALSE	7.268002624009277	7.25	11.63
t86	TRUE	6.731622506556953	5.33	7.25
t86	TRUE	6.095255279694925	5.33	7.25
t86	TRUE	2.6841687056661456	0	3.6
t87	TRUE	1.1958702172080464	0	3.6
t91	TRUE	1.178354441255884	0	3.6
t91	TRUE	1.1434962017715549	0	3.6
t91	TRUE	0.022302387680170455	0	3.6
t93	FALSE	7.612052407137085	7.25	11.63
t93	FALSE	6.896443444325556	5.33	7.25
