Species	Extant	SampT	MinT	MaxT
t1	FALSE	45.746598205789844	41.2	47.8
t1	FALSE	42.52163066345989	41.2	47.8
t1	FALSE	42.209664136807305	41.2	47.8
t1	FALSE	40.293308873449526	37.8	41.2
t1	FALSE	36.79250999628893	33.9	37.8
t2	FALSE	42.77441289457603	41.2	47.8
t2	FALSE	42.63899703784956	41.2	47.8
t2	FALSE	39.318350772861784	37.8	41.2
t3	FALSE	44.13392509636917	41.2	47.8
t3	FALSE	43.02145927236863	41.2	47.8
t3	FALSE	41.55260584909862	41.2	47.8
t3	FALSE	39.625411795875465	37.8	41.2
t4	FALSE	42.35705296205899	41.2	47.8
t4	FALSE	41.57544336444309	41.2	47.8
t4	FALSE	40.67544159828296	37.8	41.2
t4	FALSE	39.48843855480274	37.8	41.2
t4	FALSE	34.62118255814208	33.9	37.8
t4	FALSE	33.55331932042933	27.82	33.9
t4	FALSE	32.854934807282156	27.82	33.9
t4	FALSE	31.29373549007765	27.82	33.9
t4	FALSE	31.00029641845218	27.82	33.9
t4	FALSE	30.773302551256037	27.82	33.9
t6	FALSE	39.7810725029178	37.8	41.2
t6	FALSE	39.60507992849219	37.8	41.2
t6	FALSE	38.93987529898456	37.8	41.2
t6	FALSE	37.45319167213814	33.9	37.8
t6	FALSE	35.18050163123145	33.9	37.8
t6	FALSE	33.16819308963012	27.82	33.9
t7	FALSE	43.881092702695966	41.2	47.8
t7	FALSE	41.421099478188964	41.2	47.8
t7	FALSE	38.94211546879847	37.8	41.2
t7	FALSE	38.0314624589912	37.8	41.2
t8	FALSE	36.78041550683013	33.9	37.8
t8	FALSE	31.995904890869102	27.82	33.9
t8	FALSE	31.164816481339706	27.82	33.9
t8	FALSE	29.862087264935447	27.82	33.9
t9	FALSE	34.79804827040873	33.9	37.8
t9	FALSE	34.38739515096238	33.9	37.8
t12	FALSE	37.44796853764562	33.9	37.8
t13	FALSE	35.86524667669195	33.9	37.8
t13	FALSE	34.79131995312977	33.9	37.8
t13	FALSE	33.96737437307942	33.9	37.8
t13	FALSE	32.129412226315	27.82	33.9
t14	FALSE	43.59268587441056	41.2	47.8
t14	FALSE	42.83556270585268	41.2	47.8
t14	FALSE	42.71112819985645	41.2	47.8
t15	FALSE	37.27583145194707	33.9	37.8
t15	FALSE	36.256999545106865	33.9	37.8
t15	FALSE	36.1972447320169	33.9	37.8
t15	FALSE	35.55529477105496	33.9	37.8
t15	FALSE	35.03287864879725	33.9	37.8
t15	FALSE	34.48992981140522	33.9	37.8
t16	FALSE	38.44483006289505	37.8	41.2
t16	FALSE	30.13264947343062	27.82	33.9
t17	FALSE	38.1706591480804	37.8	41.2
t19	FALSE	28.823978452056277	27.82	33.9
t20	FALSE	30.61713813384861	27.82	33.9
t21	FALSE	31.509243111009624	27.82	33.9
t21	FALSE	27.893950994178034	27.82	33.9
t22	FALSE	37.16701122140593	33.9	37.8
t22	FALSE	36.22763053281314	33.9	37.8
t22	FALSE	35.03185979882336	33.9	37.8
t23	FALSE	32.91638286912516	27.82	33.9
t23	FALSE	29.954068420544157	27.82	33.9
t23	FALSE	29.333060125909636	27.82	33.9
t23	FALSE	28.639886453837047	27.82	33.9
t23	FALSE	18.582762342623788	15.97	20.44
t24	FALSE	36.22866713734426	33.9	37.8
t24	FALSE	30.62856804556457	27.82	33.9
t24	FALSE	30.02333458489982	27.82	33.9
t25	FALSE	33.88587780117352	27.82	33.9
t25	FALSE	29.847513767195483	27.82	33.9
t25	FALSE	29.21737647080197	27.82	33.9
t25	FALSE	28.50064195157363	27.82	33.9
t25	FALSE	27.97476517991497	27.82	33.9
t25	FALSE	25.969992585800405	23.03	27.82
t25	FALSE	24.991260404470005	23.03	27.82
t25	FALSE	23.952194382208027	23.03	27.82
t25	FALSE	18.872129684712377	15.97	20.44
t25	FALSE	18.32585016677865	15.97	20.44
t25	FALSE	15.813866964092313	13.82	15.97
t26	FALSE	36.38029704970096	33.9	37.8
t26	FALSE	35.83312664526832	33.9	37.8
t26	FALSE	34.525676944957496	33.9	37.8
t28	FALSE	32.887723936086154	27.82	33.9
t28	FALSE	31.67312051573918	27.82	33.9
t28	FALSE	28.608972904986366	27.82	33.9
t28	FALSE	28.327578046141788	27.82	33.9
t29	FALSE	31.617312272883016	27.82	33.9
t29	FALSE	30.83968715532254	27.82	33.9
t29	FALSE	27.938416456984797	27.82	33.9
t29	FALSE	27.772765361868608	23.03	27.82
t29	FALSE	27.316750011896232	23.03	27.82
t29	FALSE	26.937952239555756	23.03	27.82
t29	FALSE	23.082209520699372	23.03	27.82
t29	FALSE	21.67354804724094	20.44	23.03
t29	FALSE	19.0635769636243	15.97	20.44
t29	FALSE	18.15201116063291	15.97	20.44
