Species	Extant	SampT	MinT	MaxT
t1	FALSE	45.750765438452284	41.2	47.8
t1	FALSE	42.847858826397676	41.2	47.8
t1	FALSE	42.073356819106955	41.2	47.8
t2	FALSE	47.81098913780132	47.8	56
t2	FALSE	47.279302533082024	41.2	47.8
t2	FALSE	45.80978120808445	41.2	47.8
t3	FALSE	44.489983855031994	41.2	47.8
t3	FALSE	42.95016662179718	41.2	47.8
t3	FALSE	41.37571091181427	41.2	47.8
t3	FALSE	38.04062777005935	37.8	41.2
t3	FALSE	37.9238476219113	37.8	41.2
t4	FALSE	40.645597540176624	37.8	41.2
t6	FALSE	48.196829481683004	47.8	56
t6	FALSE	48.05243239987575	47.8	56
t6	FALSE	44.16152440836626	41.2	47.8
t6	FALSE	42.58342146216884	41.2	47.8
t6	FALSE	42.37950777164653	41.2	47.8
t6	FALSE	42.33366447309956	41.2	47.8
t6	FALSE	40.45581028614206	37.8	41.2
t6	FALSE	40.3406709607473	37.8	41.2
t6	FALSE	30.98055356076727	27.82	33.9
t6	FALSE	28.886823772413802	27.82	33.9
t6	FALSE	28.77106046765871	27.82	33.9
t7	FALSE	41.62996404635827	41.2	47.8
t7	FALSE	41.521101666580734	41.2	47.8
t7	FALSE	41.08064850694249	37.8	41.2
t8	FALSE	42.38589624765669	41.2	47.8
t8	FALSE	39.18671359881806	37.8	41.2
t8	FALSE	36.109533690233654	33.9	37.8
t8	FALSE	35.75806906934516	33.9	37.8
t8	FALSE	31.245868158999176	27.82	33.9
t9	FALSE	39.49832790615706	37.8	41.2
t9	FALSE	36.116348194971316	33.9	37.8
t9	FALSE	35.67767854969296	33.9	37.8
t9	FALSE	35.39138520698342	33.9	37.8
t9	FALSE	32.056245872949646	27.82	33.9
t9	FALSE	31.33321862189623	27.82	33.9
t9	FALSE	30.05071281629207	27.82	33.9
t9	FALSE	28.98753725538554	27.82	33.9
t9	FALSE	28.90405387128495	27.82	33.9
t9	FALSE	27.827561988260378	27.82	33.9
t9	FALSE	26.291702334618176	23.03	27.82
t9	FALSE	24.290613319875792	23.03	27.82
t9	FALSE	24.08652595423285	23.03	27.82
t9	FALSE	23.576091590131252	23.03	27.82
t9	FALSE	23.269335182177453	23.03	27.82
t9	FALSE	22.970094001645773	20.44	23.03
t9	FALSE	21.55495077819	20.44	23.03
t9	FALSE	20.768731736395463	20.44	23.03
t9	FALSE	20.651903423269843	20.44	23.03
t9	FALSE	19.779659331565355	15.97	20.44
t9	FALSE	17.399342062756247	15.97	20.44
t9	FALSE	17.213879079431123	15.97	20.44
t9	FALSE	15.679243745202136	13.82	15.97
t10	FALSE	37.617193938793015	33.9	37.8
t10	FALSE	36.24592952951915	33.9	37.8
t11	FALSE	45.27221595111878	41.2	47.8
t11	FALSE	43.90572553489001	41.2	47.8
t11	FALSE	42.980310993153765	41.2	47.8
t11	FALSE	39.222422083519824	37.8	41.2
t11	FALSE	36.75923284864674	33.9	37.8
t13	FALSE	37.17024571756981	33.9	37.8
t13	FALSE	37.101919253646955	33.9	37.8
t14	FALSE	30.710493954339093	27.82	33.9
t14	FALSE	29.74746782283581	27.82	33.9
t14	FALSE	29.131991601034994	27.82	33.9
t14	FALSE	27.69373364424166	23.03	27.82
t15	FALSE	32.48535422841838	27.82	33.9
t15	FALSE	28.940928070515852	27.82	33.9
t15	FALSE	28.124991958670776	27.82	33.9
t15	FALSE	26.527435568483785	23.03	27.82
t15	FALSE	26.407068984905496	23.03	27.82
t15	FALSE	25.098839105429366	23.03	27.82
t15	FALSE	24.01087866010727	23.03	27.82
t15	FALSE	22.444241780220768	20.44	23.03
t15	FALSE	21.684940878666243	20.44	23.03
t16	FALSE	24.884839689486842	23.03	27.82
t17	FALSE	35.88296887529506	33.9	37.8
t17	FALSE	35.03690649638902	33.9	37.8
t17	FALSE	31.921878338726817	27.82	33.9
t17	FALSE	31.697712491824632	27.82	33.9
t17	FALSE	31.05278029721171	27.82	33.9
t19	FALSE	34.4884606557388	33.9	37.8
t19	FALSE	31.787089384659588	27.82	33.9
t19	FALSE	30.47964594563043	27.82	33.9
t19	FALSE	29.734347268506347	27.82	33.9
t19	FALSE	29.48637970524014	27.82	33.9
t19	FALSE	29.289465943222055	27.82	33.9
t20	FALSE	32.032193818061536	27.82	33.9
t20	FALSE	31.732969031601137	27.82	33.9
t20	FALSE	31.261497875914365	27.82	33.9
t20	FALSE	29.353041105295187	27.82	33.9
t20	FALSE	27.723952482887803	23.03	27.82
t20	FALSE	27.35360230548799	23.03	27.82
t20	FALSE	27.033365612351595	23.03	27.82
t20	FALSE	26.515331245460807	23.03	27.82
t20	FALSE	22.085500862203464	20.44	23.03
t20	FALSE	20.579425757588943	20.44	23.03
t21	FALSE	30.90702740852666	27.82	33.9
t21	FALSE	29.89411275406699	27.82	33.9
t21	FALSE	29.672412847307715	27.82	33.9
t21	FALSE	27.860039378739366	27.82	33.9
t22	FALSE	37.12589987163072	33.9	37.8
t23	FALSE	28.355149832096114	27.82	33.9
t23	FALSE	27.751151236247434	23.03	27.82
t23	FALSE	26.402644339490845	23.03	27.82
t23	FALSE	24.959751352387872	23.03	27.82
t23	FALSE	21.837150375559897	20.44	23.03
t23	FALSE	21.284384008503068	20.44	23.03
t23	FALSE	18.71268311793383	15.97	20.44
t25	FALSE	19.788904407286346	15.97	20.44
t25	FALSE	18.265534170029166	15.97	20.44
t25	FALSE	16.477871162958124	15.97	20.44
t26	FALSE	16.983694636304676	15.97	20.44
t27	FALSE	33.5057255184586	27.82	33.9
t27	FALSE	33.04408822176313	27.82	33.9
t27	FALSE	30.676474973320104	27.82	33.9
t27	FALSE	25.788377191884184	23.03	27.82
t27	FALSE	24.515603204270565	23.03	27.82
t27	FALSE	23.03083668938273	23.03	27.82
t27	FALSE	21.082086307943854	20.44	23.03
t27	FALSE	19.63355107177105	15.97	20.44
t28	FALSE	29.95511800677901	27.82	33.9
t28	FALSE	26.650977092715507	23.03	27.82
t28	FALSE	25.553750019440955	23.03	27.82
t28	FALSE	25.42394513442355	23.03	27.82
t28	FALSE	23.637289931123348	23.03	27.82
t28	FALSE	23.589340993260237	23.03	27.82
t28	FALSE	23.213220604752394	23.03	27.82
t30	FALSE	38.4120364779554	37.8	41.2
t30	FALSE	34.97306983777361	33.9	37.8
t31	FALSE	35.00531308007731	33.9	37.8
t32	FALSE	32.42653931667601	27.82	33.9
t32	FALSE	29.513972774218626	27.82	33.9
t33	FALSE	32.04622533263273	27.82	33.9
t34	FALSE	32.29619431503514	27.82	33.9
t34	FALSE	31.282554884519673	27.82	33.9
t36	FALSE	21.287890495239107	20.44	23.03
t36	FALSE	18.344694496738473	15.97	20.44
t36	FALSE	18.20853215982274	15.97	20.44
t36	FALSE	17.352268815646624	15.97	20.44
t36	FALSE	17.027336089546537	15.97	20.44
t36	FALSE	16.03203864828751	15.97	20.44
t37	FALSE	22.075160759491403	20.44	23.03
t37	FALSE	21.634048189958115	20.44	23.03
t37	FALSE	21.016596868624468	20.44	23.03
t37	FALSE	20.433837047147776	15.97	20.44
t37	FALSE	17.595243273771977	15.97	20.44
t37	FALSE	17.333928788549876	15.97	20.44
t37	FALSE	17.270981863610125	15.97	20.44
t39	FALSE	21.997991391325016	20.44	23.03
t39	FALSE	20.55957157625615	20.44	23.03
t40	FALSE	21.25772263732946	20.44	23.03
t40	FALSE	20.973982673484983	20.44	23.03
t41	FALSE	28.910603527721516	27.82	33.9
t42	FALSE	29.120079719642543	27.82	33.9
t43	FALSE	26.137086728522227	23.03	27.82
t44	FALSE	36.92587478273454	33.9	37.8
t45	FALSE	23.49417965952998	23.03	27.82
t45	FALSE	23.209362014520167	23.03	27.82
t46	FALSE	22.988997804786155	20.44	23.03
t46	FALSE	16.89757487476239	15.97	20.44
t48	FALSE	19.92827239694883	15.97	20.44
t48	FALSE	19.602297927569882	15.97	20.44
t48	FALSE	18.062240473395697	15.97	20.44
t48	FALSE	17.022768285526446	15.97	20.44
t49	FALSE	18.356308854842418	15.97	20.44
t49	FALSE	17.475613134639197	15.97	20.44
t50	FALSE	16.4506058278594	15.97	20.44
t50	FALSE	16.353369317109838	15.97	20.44
t50	FALSE	15.868058036474721	13.82	15.97
t51	FALSE	29.605625491790622	27.82	33.9
t51	FALSE	28.057165054889744	27.82	33.9
t52	FALSE	22.475848902422925	20.44	23.03
t52	FALSE	21.313056370649477	20.44	23.03
t52	FALSE	20.778516543836936	20.44	23.03
t53	FALSE	19.624366022346322	15.97	20.44
t53	FALSE	16.37029128135945	15.97	20.44
t54	FALSE	28.881326056777244	27.82	33.9
t54	FALSE	27.957383128574794	27.82	33.9
t54	FALSE	27.649255058488553	23.03	27.82
t54	FALSE	27.51566438725472	23.03	27.82
t54	FALSE	26.474886516800826	23.03	27.82
t54	FALSE	23.419176432232515	23.03	27.82
t55	FALSE	35.63944497155995	33.9	37.8
t55	FALSE	35.18200238711239	33.9	37.8
t56	FALSE	22.918744166167762	20.44	23.03
t56	FALSE	22.12094715588757	20.44	23.03
t56	FALSE	20.270523961503567	15.97	20.44
t56	FALSE	18.390077544330396	15.97	20.44
t57	FALSE	29.988896833366795	27.82	33.9
t58	FALSE	18.983471293373018	15.97	20.44
t58	FALSE	15.742199454995259	13.82	15.97
t58	FALSE	15.365099625269337	13.82	15.97
t58	FALSE	13.578050758381032	11.63	13.82
t58	FALSE	12.911755537305616	11.63	13.82
t58	FALSE	12.399795578484081	11.63	13.82
t59	FALSE	23.361501696009476	23.03	27.82
t59	FALSE	21.599618422372753	20.44	23.03
t59	FALSE	20.3918968658359	15.97	20.44
t59	FALSE	19.824325874213866	15.97	20.44
t59	FALSE	19.569447297865292	15.97	20.44
t59	FALSE	19.51693805287099	15.97	20.44
t59	FALSE	17.846115124400605	15.97	20.44
t60	FALSE	26.373258586658054	23.03	27.82
t60	FALSE	26.31519834341187	23.03	27.82
t61	FALSE	21.852309235864794	20.44	23.03
t61	FALSE	21.25084772241022	20.44	23.03
t61	FALSE	21.220424412761265	20.44	23.03
t61	FALSE	20.035869900148743	15.97	20.44
t61	FALSE	19.597988323866293	15.97	20.44
t61	FALSE	19.292200821078286	15.97	20.44
t61	FALSE	18.778657779655322	15.97	20.44
t61	FALSE	18.586949354211846	15.97	20.44
t61	FALSE	17.75733054312406	15.97	20.44
t61	FALSE	16.083998639991094	15.97	20.44
t62	FALSE	17.214825926201918	15.97	20.44
t62	FALSE	17.0657542076358	15.97	20.44
t63	TRUE	17.401406860219012	15.97	20.44
t63	TRUE	16.368442786166142	15.97	20.44
t63	TRUE	12.996389494685552	11.63	13.82
t63	TRUE	12.538699497876785	11.63	13.82
t63	TRUE	11.8112160430981	11.63	13.82
t63	TRUE	3.0340708590256966	0	3.6
t63	TRUE	2.9513211397643886	0	3.6
t64	FALSE	17.44937950841401	15.97	20.44
t67	FALSE	15.625456880842961	13.82	15.97
t68	FALSE	17.006156214633684	15.97	20.44
t70	FALSE	24.701915493555788	23.03	27.82
t70	FALSE	19.253181882939543	15.97	20.44
t70	FALSE	15.367728863816417	13.82	15.97
t73	FALSE	23.49921861857249	23.03	27.82
t73	FALSE	20.863262767131438	20.44	23.03
t73	FALSE	20.497409838411023	20.44	23.03
t73	FALSE	19.587666493068447	15.97	20.44
t73	FALSE	19.109283151992102	15.97	20.44
t73	FALSE	15.232642698225469	13.82	15.97
t73	FALSE	15.014596217435688	13.82	15.97
t77	FALSE	25.27049316917378	23.03	27.82
t77	FALSE	21.84484291544987	20.44	23.03
t77	FALSE	20.536310585242344	20.44	23.03
t77	FALSE	19.683951640066383	15.97	20.44
t78	FALSE	23.997368364481538	23.03	27.82
