Species	Extant	SampT	MinT	MaxT
t1	FALSE	45.453755921254405	41.2	47.8
t1	FALSE	44.40056661752845	41.2	47.8
t2	FALSE	41.96375694790094	41.2	47.8
t2	FALSE	41.82779827446847	41.2	47.8
t2	FALSE	41.70524954952913	41.2	47.8
t2	FALSE	37.234015939717395	33.9	37.8
t2	FALSE	36.751619599719746	33.9	37.8
t2	FALSE	34.46818216149457	33.9	37.8
t2	FALSE	33.93276083194412	33.9	37.8
t2	FALSE	33.20886960723199	27.82	33.9
t2	FALSE	24.993484248871457	23.03	27.82
t2	FALSE	24.093161759431016	23.03	27.82
t2	FALSE	24.057190484831583	23.03	27.82
t2	FALSE	23.93844232009585	23.03	27.82
t2	FALSE	22.79992831637944	20.44	23.03
t4	FALSE	35.856536234279275	33.9	37.8
t4	FALSE	34.82534190594882	33.9	37.8
t4	FALSE	34.50609642129123	33.9	37.8
t4	FALSE	28.9135521287182	27.82	33.9
t4	FALSE	28.398185106934015	27.82	33.9
t4	FALSE	27.974918836963045	27.82	33.9
t5	FALSE	33.178218496799815	27.82	33.9
t6	FALSE	22.12710974281542	20.44	23.03
t6	FALSE	21.537189161496983	20.44	23.03
t6	FALSE	21.31773437183899	20.44	23.03
t7	TRUE	19.508789595339	15.97	20.44
t7	TRUE	16.995778236198916	15.97	20.44
t7	TRUE	16.923216928495115	15.97	20.44
t7	TRUE	16.45724939252252	15.97	20.44
t7	TRUE	15.697783288313097	13.82	15.97
t7	TRUE	15.13078698120082	13.82	15.97
t7	TRUE	9.687325611729797	7.25	11.63
t7	TRUE	8.63296510839897	7.25	11.63
t7	TRUE	8.566753757940994	7.25	11.63
t7	TRUE	5.864310026076282	5.33	7.25
t7	TRUE	2.596354461292499	0	3.6
t7	TRUE	0.8779150862575236	0	3.6
t7	TRUE	0.6212933464304271	0	3.6
t8	FALSE	20.714834488494937	20.44	23.03
t8	FALSE	20.56050001990145	20.44	23.03
t9	FALSE	32.646419658019745	27.82	33.9
t9	FALSE	31.511417010493183	27.82	33.9
t9	FALSE	30.233906382388973	27.82	33.9
t9	FALSE	28.400127266810745	27.82	33.9
t9	FALSE	27.693210591197886	23.03	27.82
t9	FALSE	25.511019239853276	23.03	27.82
t9	FALSE	24.159863096381677	23.03	27.82
t9	FALSE	22.249764621992934	20.44	23.03
t12	FALSE	28.613307732667597	27.82	33.9
t12	FALSE	24.92235165809117	23.03	27.82
t12	FALSE	23.264619121158916	23.03	27.82
t12	FALSE	22.389772837097883	20.44	23.03
t12	FALSE	21.573635815829427	20.44	23.03
t12	FALSE	21.423665594564085	20.44	23.03
t12	FALSE	21.34475580532716	20.44	23.03
t12	FALSE	20.59880560965705	20.44	23.03
t12	FALSE	19.68491090325135	15.97	20.44
t12	FALSE	19.195678223373555	15.97	20.44
t12	FALSE	17.990358322376572	15.97	20.44
t12	FALSE	17.40830871787127	15.97	20.44
t12	FALSE	14.68472085667068	13.82	15.97
t12	FALSE	14.673000937860849	13.82	15.97
t13	FALSE	34.35581679160012	33.9	37.8
t14	FALSE	33.5942632092166	27.82	33.9
t14	FALSE	30.788120070826967	27.82	33.9
t14	FALSE	30.361092714946796	27.82	33.9
t15	FALSE	32.24353940001437	27.82	33.9
t16	FALSE	22.988339392660045	20.44	23.03
t16	FALSE	20.58485289307384	20.44	23.03
t16	FALSE	20.495462191947844	20.44	23.03
t16	FALSE	15.54443416610426	13.82	15.97
t17	FALSE	15.497576498670888	13.82	15.97
t17	FALSE	15.056948054826272	13.82	15.97
t18	FALSE	22.567877432093514	20.44	23.03
t18	FALSE	21.969000928656424	20.44	23.03
t18	FALSE	20.57142673893662	20.44	23.03
t18	FALSE	19.69439177797549	15.97	20.44
t19	FALSE	11.945394317778955	11.63	13.82
t21	TRUE	1.6630637375536566	0	3.6
t21	TRUE	0.8517161495882277	0	3.6
t22	FALSE	5.268053555536845	3.6	5.33
t22	FALSE	2.127668716449307	0	3.6
t22	FALSE	1.15548197814217	0	3.6
t23	FALSE	20.59011457507801	20.44	23.03
t23	FALSE	20.168156705995322	15.97	20.44
t24	FALSE	26.338801380638248	23.03	27.82
t24	FALSE	25.391021844390995	23.03	27.82
t26	FALSE	28.309810524269718	27.82	33.9
t27	FALSE	15.463337880983751	13.82	15.97
t28	FALSE	27.865948760913042	27.82	33.9
t28	FALSE	25.188879504914883	23.03	27.82
t28	FALSE	24.557662959325615	23.03	27.82
t28	FALSE	21.99540905953733	20.44	23.03
t28	FALSE	21.959671915707865	20.44	23.03
t28	FALSE	20.833985925851145	20.44	23.03
t28	FALSE	19.113874017544045	15.97	20.44
t28	FALSE	17.955843521565154	15.97	20.44
t28	FALSE	16.758082637846428	15.97	20.44
t30	FALSE	22.492774397224093	20.44	23.03
t30	FALSE	21.338551341645324	20.44	23.03
t30	FALSE	20.03478741934141	15.97	20.44
t30	FALSE	19.964479858145022	15.97	20.44
t32	FALSE	19.58462702444584	15.97	20.44
t32	FALSE	18.60416984612883	15.97	20.44
t33	TRUE	8.756179024707151	7.25	11.63
t33	TRUE	8.308648541552863	7.25	11.63
t33	TRUE	6.235432341056303	5.33	7.25
t33	TRUE	5.6553335191184	5.33	7.25
t33	TRUE	4.879693700137111	3.6	5.33
t33	TRUE	2.2534986643462815	0	3.6
t33	TRUE	2.0075427686293636	0	3.6
t33	TRUE	1.6676464231182848	0	3.6
t33	TRUE	1.4638188249860917	0	3.6
t33	TRUE	1.0666952684916566	0	3.6
t34	TRUE	6.696912961427749	5.33	7.25
t34	TRUE	3.5390799777145503	0	3.6
t34	TRUE	1.4638593519509868	0	3.6
t34	TRUE	1.0185426247435316	0	3.6
t35	TRUE	5.645224964239475	5.33	7.25
t35	TRUE	1.349589245639251	0	3.6
t35	TRUE	1.0814087719316348	0	3.6
t35	TRUE	0.6406571642457024	0	3.6
t36	TRUE	4.779433415151075	3.6	5.33
t36	TRUE	2.5974737451980587	0	3.6
