Species	Extant	SampT	MinT	MaxT
t1	FALSE	47.35411647622017	41.2	47.8
t1	FALSE	45.155206663692894	41.2	47.8
t1	FALSE	44.71178742420912	41.2	47.8
t1	FALSE	44.326426682221296	41.2	47.8
t1	FALSE	42.58217173745928	41.2	47.8
t1	FALSE	41.8374125438377	41.2	47.8
t1	FALSE	38.630059607737884	37.8	41.2
t1	FALSE	37.90268096555136	37.8	41.2
t1	FALSE	29.55675713392582	27.82	33.9
t1	FALSE	29.197141096610142	27.82	33.9
t1	FALSE	28.93218599228145	27.82	33.9
t3	FALSE	47.07517610911788	41.2	47.8
t3	FALSE	44.81280844715952	41.2	47.8
t4	FALSE	44.86280812084885	41.2	47.8
t4	FALSE	36.85102553735366	33.9	37.8
t5	FALSE	43.49297040863798	41.2	47.8
t5	FALSE	41.42540126092656	41.2	47.8
t5	FALSE	41.14730754787679	37.8	41.2
t5	FALSE	38.13129859393796	37.8	41.2
t5	FALSE	37.15033274067183	33.9	37.8
t6	FALSE	36.08449336610481	33.9	37.8
t6	FALSE	31.86837901296832	27.82	33.9
t6	FALSE	29.240298138370864	27.82	33.9
t7	FALSE	30.4533844602781	27.82	33.9
t7	FALSE	26.884665479448337	23.03	27.82
t8	FALSE	28.47908561553501	27.82	33.9
t8	FALSE	27.65434275444292	23.03	27.82
t8	FALSE	26.438555196514887	23.03	27.82
t8	FALSE	25.525271901516778	23.03	27.82
t9	FALSE	40.48239288522109	37.8	41.2
t9	FALSE	39.19058394847616	37.8	41.2
t9	FALSE	33.29058254675	27.82	33.9
t9	FALSE	32.82337355499148	27.82	33.9
t11	FALSE	31.494535897173535	27.82	33.9
t11	FALSE	29.72061258587502	27.82	33.9
t11	FALSE	29.069674108507858	27.82	33.9
t11	FALSE	25.322080538175282	23.03	27.82
t11	FALSE	25.233982135108885	23.03	27.82
t11	FALSE	23.14332091722889	23.03	27.82
t12	FALSE	27.81547405094713	23.03	27.82
t13	FALSE	26.126197880455877	23.03	27.82
t13	FALSE	19.593378252076434	15.97	20.44
t13	FALSE	19.531932656096078	15.97	20.44
t13	FALSE	17.518343531053496	15.97	20.44
t13	FALSE	15.266071383452228	13.82	15.97
t13	FALSE	14.664801816998235	13.82	15.97
t13	FALSE	11.927910111539447	11.63	13.82
t13	FALSE	11.624253917180383	7.25	11.63
t15	FALSE	36.283672502350846	33.9	37.8
t15	FALSE	35.24051957679246	33.9	37.8
t17	FALSE	32.14623723907034	27.82	33.9
t17	FALSE	31.208804107099873	27.82	33.9
t18	FALSE	24.530338766495692	23.03	27.82
t18	FALSE	21.301041653990207	20.44	23.03
t18	FALSE	19.28599727223221	15.97	20.44
t18	FALSE	17.75200109557978	15.97	20.44
t18	FALSE	14.933622252380715	13.82	15.97
t19	FALSE	25.206047757738645	23.03	27.82
t19	FALSE	24.672925871999183	23.03	27.82
t19	FALSE	24.309421696902433	23.03	27.82
t19	FALSE	23.897627308953407	23.03	27.82
t19	FALSE	22.6872785342744	20.44	23.03
t19	FALSE	22.372868782544924	20.44	23.03
t19	FALSE	22.22617242362578	20.44	23.03
t19	FALSE	20.460794379572423	20.44	23.03
t19	FALSE	20.049001644003244	15.97	20.44
t19	FALSE	19.422484577077167	15.97	20.44
t19	FALSE	17.175837472540252	15.97	20.44
t20	FALSE	27.782503378524275	23.03	27.82
t20	FALSE	24.77531145990197	23.03	27.82
t20	FALSE	23.45073285058443	23.03	27.82
t20	FALSE	22.223911522071106	20.44	23.03
t20	FALSE	20.6164843881444	20.44	23.03
t20	FALSE	19.076437108663534	15.97	20.44
t21	FALSE	13.171538338290688	11.63	13.82
t22	FALSE	16.03337555696612	15.97	20.44
t22	FALSE	15.51433588213228	13.82	15.97
t22	FALSE	14.87520287173713	13.82	15.97
t23	FALSE	17.954948724343556	15.97	20.44
t23	FALSE	17.77035104995569	15.97	20.44
t23	FALSE	14.617027826431787	13.82	15.97
t24	FALSE	17.93467889834564	15.97	20.44
t24	FALSE	17.74782379020705	15.97	20.44
t25	FALSE	13.142458041881127	11.63	13.82
t25	FALSE	9.488484585577005	7.25	11.63
t25	FALSE	8.400480614894384	7.25	11.63
t26	FALSE	8.442109516353085	7.25	11.63
t26	FALSE	7.820304953955784	7.25	11.63
t27	TRUE	5.951562798785794	5.33	7.25
t27	TRUE	4.541024967412845	3.6	5.33
t27	TRUE	3.9172127464221873	3.6	5.33
t27	TRUE	3.385089383353133	0	3.6
t27	TRUE	3.1649893586482065	0	3.6
t27	TRUE	2.5741150257135885	0	3.6
t27	TRUE	0.7024559058342774	0	3.6
t27	TRUE	0.599471117089692	0	3.6
t29	FALSE	16.94431276131435	15.97	20.44
t29	FALSE	15.88143834635629	13.82	15.97
