Species	Extant	SampT	MinT	MaxT
t1	FALSE	49.823679129674794	47.8	56
t1	FALSE	49.821742003476274	47.8	56
t1	FALSE	48.89559798796677	47.8	56
t1	FALSE	48.45385316811741	47.8	56
t1	FALSE	46.01945373434269	41.2	47.8
t2	FALSE	47.67222626725722	41.2	47.8
t2	FALSE	45.40551608234089	41.2	47.8
t2	FALSE	44.0536539445162	41.2	47.8
t2	FALSE	43.234005483367426	41.2	47.8
t2	FALSE	42.82381336424474	41.2	47.8
t2	FALSE	42.69922826093042	41.2	47.8
t2	FALSE	41.09619809044559	37.8	41.2
t2	FALSE	38.883920226849646	37.8	41.2
t2	FALSE	38.82905048498807	37.8	41.2
t2	FALSE	38.39189117910355	37.8	41.2
t2	FALSE	37.87694085172699	37.8	41.2
t2	FALSE	33.260055844527685	27.82	33.9
t2	FALSE	33.08167099585776	27.82	33.9
t2	FALSE	33.01697258600277	27.82	33.9
t2	FALSE	32.03775860361269	27.82	33.9
t2	FALSE	31.884099094329983	27.82	33.9
t2	FALSE	31.807182673639172	27.82	33.9
t2	FALSE	30.739113291173844	27.82	33.9
t2	FALSE	28.695927941786152	27.82	33.9
t2	FALSE	28.41559032058304	27.82	33.9
t2	FALSE	27.88320053236661	27.82	33.9
t2	FALSE	26.902370210284165	23.03	27.82
t2	FALSE	24.84607694305822	23.03	27.82
t2	FALSE	24.60665989538219	23.03	27.82
t3	FALSE	40.305651304381904	37.8	41.2
t3	FALSE	37.40905280972997	33.9	37.8
t4	FALSE	31.608718672208475	27.82	33.9
t4	FALSE	29.854390842994622	27.82	33.9
t4	FALSE	28.668994782841708	27.82	33.9
t4	FALSE	27.41330963528952	23.03	27.82
t4	FALSE	25.76326029597583	23.03	27.82
t5	FALSE	31.703517998520166	27.82	33.9
t5	FALSE	31.161973281691367	27.82	33.9
t5	FALSE	29.111409284597702	27.82	33.9
t5	FALSE	28.75154239622927	27.82	33.9
t5	FALSE	27.9972703715044	27.82	33.9
t5	FALSE	27.034571885275742	23.03	27.82
t5	FALSE	26.379357274563134	23.03	27.82
t5	FALSE	25.137306263924266	23.03	27.82
t6	FALSE	37.21454418513327	33.9	37.8
t6	FALSE	37.15555373549195	33.9	37.8
t6	FALSE	36.19013777449497	33.9	37.8
t8	FALSE	37.565803304434795	33.9	37.8
t8	FALSE	34.976246055394974	33.9	37.8
t8	FALSE	33.69083234502411	27.82	33.9
t8	FALSE	30.671955984336417	27.82	33.9
