Species	Extant	SampT	MinT	MaxT
t1	FALSE	49.370359728536414	47.8	56
t1	FALSE	47.32604884812436	41.2	47.8
t1	FALSE	46.337571268658714	41.2	47.8
t1	FALSE	45.9669337013221	41.2	47.8
t1	FALSE	45.903514429219165	41.2	47.8
t1	FALSE	45.635711671623596	41.2	47.8
t1	FALSE	45.49931960097989	41.2	47.8
t1	FALSE	44.87054291593987	41.2	47.8
t1	FALSE	44.19314026125356	41.2	47.8
t1	FALSE	42.691884008694	41.2	47.8
t1	FALSE	42.47482998757131	41.2	47.8
t2	FALSE	46.04778036341916	41.2	47.8
t2	FALSE	45.685867839235605	41.2	47.8
t2	FALSE	45.14303175750733	41.2	47.8
t2	FALSE	44.79986975400357	41.2	47.8
t2	FALSE	44.66105888372497	41.2	47.8
t2	FALSE	44.24811010518923	41.2	47.8
t2	FALSE	43.70474994004572	41.2	47.8
t3	FALSE	45.91775111670615	41.2	47.8
t3	FALSE	45.90777043037994	41.2	47.8
t3	FALSE	44.04374916099365	41.2	47.8
t3	FALSE	33.41994048520713	27.82	33.9
t3	FALSE	31.41268086912077	27.82	33.9
t3	FALSE	31.396981116800365	27.82	33.9
t3	FALSE	28.757871210896802	27.82	33.9
t3	FALSE	28.04111171241812	27.82	33.9
t3	FALSE	27.377547124816743	23.03	27.82
t3	FALSE	26.808476865731183	23.03	27.82
t3	FALSE	25.210359721265345	23.03	27.82
t3	FALSE	22.027150328985368	20.44	23.03
t4	FALSE	44.333234484296554	41.2	47.8
t4	FALSE	44.23843183388607	41.2	47.8
t4	FALSE	44.07958378983443	41.2	47.8
t4	FALSE	42.34315208545433	41.2	47.8
t4	FALSE	39.06386478121472	37.8	41.2
t4	FALSE	38.45575590241886	37.8	41.2
t4	FALSE	36.3865627329563	33.9	37.8
t6	FALSE	35.817519060192936	33.9	37.8
t6	FALSE	35.67376636660619	33.9	37.8
t6	FALSE	33.301113922152254	27.82	33.9
t6	FALSE	30.874608842883568	27.82	33.9
t6	FALSE	30.596299015307423	27.82	33.9
t6	FALSE	29.33219352689693	27.82	33.9
t6	FALSE	28.95679767514488	27.82	33.9
t6	FALSE	28.059239561567242	27.82	33.9
t6	FALSE	28.03095806262555	27.82	33.9
t6	FALSE	27.98753085701637	27.82	33.9
