Posterior	Likelihood	Prior	diversification[1]	diversification[2]	diversification[3]	diversification[4]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	mu[1]	mu[2]	mu[3]	mu[4]	root_age
9304.419742872165	10001.00000000001	10001.000000000007	10001.000000000022	10000.99999999999	10415.949186266573	10001.00000000001	10001.000000000036	10000.999999999975	10458.524517531137	10000.999999999998	10001.000000000031	10000.999999999967	10338.655832685132	9667.36054333466	9215.946719863614
10000.999999999978	10001.000000000022	10000.999999999998	10000.999999999995	8496.200321562108	10000.999999999993	10001.000000000005	10001.000000000024	10001.000000000016	10000.999999999998	10000.999999999964	10001.000000000018	9364.87492922043	10001.000000000024	10118.309250232245	10001.000000000051
10000.99999999999	10000.99999999997	10001	10001.00000000008	10001.00000000005	10001.00000000001	8748.449695590432	10001.000000000053	10001	10001.00000000004	10000.999999999995	10001.000000000062	10000.999999999965	9231.694718848761	10000.999999999978	10000.999999999995
10293.470064637697	10000.99999999998	10420.030660845941	10001.00000000002	10659.600332897513	10001.000000000011	10001.000000000005	10000.999999999964	10001.00000000002	10000.999999999987	10000.999999999984	10799.242856934161	10001.000000000011	10333.19703016703	10122.075997167203	10001.000000000022
10001.000000000016	10001.000000000045	9692.54567591955	10000.999999999978	10001.000000000056	10001.00000000005	10639.538223843158	10000.99999999999	10001.000000000056	10000.999999999989	10001.00000000001	10001.000000000035	10001.000000000031	10000.999999999965	10627.610113224833	10000.999999999938
10000.99999999999	10000.999999999985	9702.236154821258	10001.000000000011	10001.000000000038	9685.168632852734	10000.999999999985	10000.999999999982	9751.456453057928	10001.000000000007	10001.000000000022	10001.000000000042	10001.000000000007	9667.07646369275	10000.999999999993	10000.999999999927
10001.000000000031	9690.111262395936	10001.000000000018	10000.999999999982	10353.708080331682	10000.999999999989	9559.015227334876	10001.000000000013	10713.467271961146	10001.000000000005	10001.000000000004	10001.000000000031	10077.633486342474	10427.77700068113	10474.673881478715	9701.717515547622
9854.211334440775	10001.000000000005	10001.000000000004	9940.655243198713	9372.100518743142	10000.999999999996	10413.980317701778	10000.999999999996	8905.002366638388	10000.999999999969	9702.09229822654	10285.381075109717	10000.999999999996	10001.000000000036	10000.999999999967	10431.745947406387
9448.678996391302	9423.424305213155	10001.000000000016	10000.999999999993	9764.501889489593	10000.999999999947	10536.388746606393	10000.999999999996	10617.480116058397	10001.000000000022	10001.000000000025	9585.627546309066	10001.00000000001	10001.000000000044	10000.999999999973	10000.999999999993
10000.999999999993	10000.99999999992	10001.000000000038	10001.000000000004	10883.20463651975	10000.999999999965	10001.000000000007	10596.643066045506	10000.999999999967	10001.000000000031	10396.285896795498	9070.361090711645	10000.999999999996	10000.999999999993	10351.886075858676	10455.49358490778
10001.000000000004	10587.11629786757	10000.999999999996	10000.999999999993	10000.999999999984	10001.00000000002	9668.017486456649	10001.00000000003	10723.50145186293	10001.000000000004	10000.999999999984	10000.999999999942	10000.999999999976	10000.999999999982	10000.999999999998	10401.180464527344
10001.000000000005	9970.722087664419	10001.000000000033	10000.999999999995	10001.00000000002	10000.99999999999	10414.632759713128	10001.00000000004	10001.000000000007	10000.999999999973	9562.350554448136	10001.00000000003	10000.999999999962	10001.00000000004	10001.000000000038	10000.999999999962
10000.999999999987	10000.99999999999	10001.000000000024	10000.999999999996	10001.000000000015	9321.702806187106	10001	10000.999999999976	10000.999999999985	10391.515301164722	10001	10390.528691099222	10198.886444207583	10001.000000000013	10001.000000000024	10000.999999999985
10001.00000000002	10000.999999999989	10001.000000000015	10001.000000000045	9684.467181996515	10000.99999999997	10308.625381623455	11782.572539276278	10001.000000000024	10001	10001.000000000038	10000.99999999997	9521.687730631324	10000.999999999962	10001.000000000007	10000.99999999998
10001.00000000004	10001.000000000004	10001.000000000042	10000.99999999999	10000.999999999987	10295.095124130454	10001.00000000001	10301.012024774662	9988.535950342357	10213.219722518168	10001.000000000025	10001.00000000001	10000.999999999962	10000.999999999989	10000.999999999955	9710.30748552009
10000.99999999998	9307.331934541471	10000.999999999973	10000.99999999998	9662.494708101209	10000.999999999967	10001.000000000053	10001.000000000016	10000.999999999998	10334.693369879524	10654.461892060934	10000.999999999982	10001.000000000011	10001.000000000004	10000.999999999975	10000.999999999942
10000.999999999984	10001.000000000064	10000.999999999984	10000.999999999975	10337.077622067032	10000.999999999985	10001.000000000051	9377.860218247271	10014.708675023992	10001.000000000045	10000.999999999942	10001.00000000001	10001.000000000002	10001.000000000033	10000.999999999976	10000.999999999938
10000.999999999965	10378.220290799745	10001.000000000002	10000.999999999984	10000.999999999967	10001.000000000005	9552.464778862404	10001	10000.99999999996	12205.830918322556	10000.999999999973	10001.000000000011	10000.999999999965	10001.000000000011	8948.514706630172	9338.674691339798
10724.397901250548	9718.618407344755	10000.999999999964	11602.863936315409	10001.000000000016	10000.999999999976	10001.000000000011	9673.80420023339	10000.999999999975	10000.999999999958	10189.664007690266	10000.999999999982	10000.999999999998	10001.000000000031	10000.999999999987	10001.00000000005
10001.000000000045	10001.00000000003	10000.99999999997	10001.000000000033	10001.00000000004	10001.000000000036	10000.999999999987	10001.000000000016	10316.330987674042	10000.99999999999	10000.999999999964	10001.000000000036	10000.999999999947	10000.999999999985	10001.00000000003	10001.000000000082
10000.999999999993	9051.679783281432	10001.000000000024	10000.999999999984	10001	10000.999999999978	10000.999999999996	10001	10001.000000000035	10001.00000000002	10001.00000000005	10001.000000000022	10408.176572379098	10001.000000000002	10001.000000000025	10001.000000000024
9687.678109186783	10000.99999999998	10000.999999999967	10000.999999999956	9364.825702157947	10000.999999999995	11403.09833755766	10001.000000000015	10001.000000000047	10001.000000000013	10000.99999999998	10001.00000000003	9217.175052762184	10001.00000000001	10001.000000000051	10001.000000000045
10001.000000000011	10000.99999999997	10000.999999999996	10000.99999999996	10000.99999999999	10000.999999999978	10000.999999999993	10000.999999999982	10001.000000000004	10001.000000000044	10376.783294429575	11634.166524215269	10001.000000000016	10001.000000000025	10338.207663650668	9709.02532736889
10001.00000000005	10001.000000000035	10531.603167345285	10001.000000000015	10001.000000000018	9889.448248521894	10000.999999999956	10000.99999999999	10226.608353518894	10385.497166317284	10001.000000000004	10000.999999999976	10001.000000000045	10071.702621584802	10000.999999999978	10333.822675002895
10000.999999999985	10001.00000000002	10000.999999999985	9942.6835750999835	10001.000000000004	9514.991647398001	10000.99999999997	10000.999999999969	9446.343681266413	10000.999999999953	10001.00000000003	10441.81574242123	10000.999999999973	10000.999999999978	10001.00000000005	10000.99999999998
10001.000000000004	10001.000000000004	9671.83006428015	10000.999999999987	10367.81746964688	10000.99999999999	10000.999999999969	9720.585312142286	10001.000000000018	10001.00000000001	10000.999999999987	9687.02054524736	10001.000000000038	10001	10001.000000000013	10000.99999999993
9891.157260530368	10000.99999999998	10000.999999999975	10001.000000000047	10000.999999999995	10001.000000000007	9256.146011764511	10000.999999999975	10001.000000000024	10001.000000000042	10001.000000000035	10000.999999999956	10001.000000000011	10627.584083465796	10000.99999999997	9671.752756958002
10001.000000000004	11141.422911834805	9364.114640411126	10546.315363416801	10001.00000000001	10309.159125261443	10000.999999999975	9540.834164030506	10001.000000000018	10000.999999999975	10001.000000000002	9598.319007967018	10000.999999999964	11696.256746258938	10000.999999999976	10001.000000000004
10000.999999999984	10001.000000000035	10001.00000000003	10307.141564594693	9332.242726882117	10001.000000000004	10001.000000000022	10001.000000000025	10001.00000000002	10001.000000000033	10001.000000000027	10347.388216824756	9706.942858362483	10000.99999999999	10000.999999999964	10001.000000000027
9542.514251575512	10000.999999999969	10783.836423293345	10001.000000000015	9796.616275057537	10001.000000000004	10001.00000000001	10001.00000000002	9677.197788407966	9926.429057353438	10000.99999999998	10000.99999999998	10343.067322783361	10000.999999999967	9223.662133771373	10000.999999999976
11597.036072818359	10962.976450168264	10001.000000000004	10000.999999999993	10001.000000000015	10000.999999999975	9931.868613644272	9709.278827108812	9391.025834337783	10001.000000000044	9888.284801354588	10403.419629778782	10306.481953404797	10000.999999999989	10000.999999999973	10001.000000000024
10001.000000000033	10001.000000000024	10001.000000000016	10000.99999999999	10001.000000000016	10359.689512633224	10001.000000000015	10001.000000000031	10817.521583452311	10000.999999999993	10341.750827639906	10000.999999999998	10000.99999999993	10000.999999999998	10000.999999999935	10001.000000000025
10001.000000000011	10001.000000000022	10001.00000000004	10000.999999999942	10000.999999999933	10239.41869955883	8588.613325789076	10001.000000000018	10001.000000000036	10347.895476499147	10001.000000000011	10000.999999999969	10000.99999999999	9937.779028332276	10001.000000000002	10000.999999999989
10001.000000000033	10000.999999999989	10000.999999999987	10001.000000000036	10000.999999999982	10000.999999999936	10001.00000000002	10000.99999999998	10000.999999999998	10001	10000.999999999985	10001.000000000022	10356.064352183812	10265.670417502566	10001.00000000002	10000.999999999984
10000.999999999987	10001.000000000015	10000.99999999998	9650.945479235095	9734.439402760137	10000.999999999989	10001.000000000018	10000.999999999973	10001.000000000015	10443.861297363967	10000.999999999958	9653.44860610638	10000.999999999973	10001.000000000016	10000.999999999996	10000.99999999995
10000.999999999993	10001.000000000004	10001	10001	10000.999999999978	10001.000000000004	10000.99999999998	10001.00000000001	10000.999999999987	11124.567704076775	10001.000000000015	10001.000000000016	10001.000000000002	10000.999999999978	10000.999999999978	9654.727265239588
9452.178977163618	10000.999999999984	10001.000000000018	10000.999999999996	10001.00000000002	9749.79148306353	10001.000000000015	10315.732399696084	10952.804480319654	10001.000000000045	10368.358189229406	10001.000000000025	10001.000000000002	10000.99999999998	10000.999999999962	10000.999999999927
10001.000000000042	10000.999999999916	10000.999999999976	10000.999999999996	10001.000000000018	10001.000000000007	8828.88061619614	9718.840409473778	10001.000000000038	10001.000000000005	10313.039938080297	10001.000000000031	10001.000000000036	10000.999999999978	10000.99999999996	9922.73990889172
10000.999999999973	10001.000000000036	10000.999999999987	10035.016152814485	10000.999999999998	10000.999999999976	10000.999999999973	10000.999999999964	10000.999999999945	10000.999999999976	10001.000000000022	10434.14343981604	10000.999999999987	10000.99999999995	10001.00000000002	10440.584495427855
10001.000000000031	11097.534315561732	10000.999999999995	10001.000000000005	9584.757061920516	10001.000000000025	10001.000000000002	10001.000000000053	9635.908285157717	10000.999999999987	10001	10000.999999999989	10001.000000000024	10001.000000000016	10000.999999999993	9677.04616882142
10001.000000000018	10001.000000000018	10001.000000000042	9700.294176994088	10001.000000000011	10001.000000000018	10001.000000000022	10001.000000000025	10000.999999999995	9568.194104875127	10001.00000000005	10001.000000000025	10000.999999999967	10000.999999999989	10001.000000000022	10597.614246344043
10000.999999999958	10001.000000000033	10001.000000000005	10000.999999999962	9140.416467770996	9088.847580763937	10000.99999999997	10001.00000000001	9576.357495020098	10000.999999999984	10001.00000000002	10537.518068009018	9102.810987329633	10000.999999999949	10000.999999999965	10000.99999999999
10000.999999999976	10000.99999999999	10001.000000000015	10000.999999999976	10001.00000000001	10001.00000000002	10013.981852580542	10001.000000000027	10000.999999999996	10000.999999999987	10001.000000000038	10000.999999999989	10001.000000000027	10001.000000000038	10001.00000000001	10001.00000000002
10001.000000000007	10000.999999999996	9658.373633073912	10000.99999999998	10000.999999999996	10000.999999999989	10000.999999999967	9516.69344029725	10001.000000000007	10001.00000000003	10001.00000000005	10001.000000000015	10001.000000000002	10000.999999999973	10000.999999999973	10000.999999999993
10000.999999999984	10000.999999999949	10001.000000000011	10292.144982692818	10000.99999999998	10001.000000000007	10472.62377529842	9593.896965289778	10139.112211295478	10000.999999999975	10001.000000000045	10000.99999999995	10001.000000000002	10001.000000000047	10001.000000000031	10001.000000000033
10001.000000000004	10000.999999999996	10534.596028978809	9677.372632872044	10410.361491973463	10001.000000000016	10000.999999999969	9741.312723529441	10001.000000000027	10001.000000000047	10001.000000000024	10000.999999999962	10001.00000000006	10000.999999999973	10001.000000000016	10000.999999999996
10001.000000000015	10000.999999999998	10000.999999999978	10000.999999999938	10000.999999999998	10001.000000000036	9120.302218591909	10000.999999999984	10000.999999999975	10000.999999999984	10303.655545964815	10000.999999999985	10267.712636309243	10001.000000000071	10001.000000000007	10000.999999999965
10000.999999999969	10968.674534584634	11305.754223959668	10001.000000000016	9729.984041190928	10000.999999999973	10001.00000000006	10001.000000000002	10464.777077571356	10293.465056097275	10000.99999999997	10001.000000000025	10000.999999999976	10000.999999999969	10000.999999999976	10000.999999999925
10000.999999999982	10001	10000.999999999973	10001.000000000013	10000.999999999973	10719.675892229558	10001	10000.99999999998	10593.942673097312	10001.00000000001	10000.999999999995	10001.000000000015	10453.223932964025	10001.000000000016	10176.863888510921	10001.000000000045
10000.999999999989	10001.000000000033	10001.000000000016	10636.552664717636	10001.000000000024	9572.938531448885	10001.000000000016	12677.95937993718	10000.999999999985	10312.555504094482	10001.000000000027	10464.705655105241	10001.00000000002	10001.000000000015	10513.425990426384	10000.999999999978
10001.000000000027	9668.479037114688	10001.000000000075	10000.999999999993	10000.99999999998	10191.962558521962	10000.999999999947	10001.000000000016	10001	10001.000000000022	10000.999999999967	10673.037100450809	9403.914530466292	10150.533904279566	10001.000000000004	10000.999999999947
10134.876736355334	10000.999999999989	10001.000000000035	9653.790941398336	10452.653264854976	10001.000000000035	9649.619078484855	9158.565145989141	10033.851886859413	10001.00000000002	10001.000000000036	10000.999999999996	10872.468494903895	10000.99999999998	10489.929707074836	10001.000000000016
10001.000000000004	9101.765535673057	10001.000000000036	10000.999999999995	10000.999999999984	10001.00000000001	10000.999999999989	9222.215249374169	10752.585919802857	10000.999999999987	9684.645299923572	10001.000000000038	10001.000000000047	10000.999999999956	10001	9985.551064050798
9577.421187978347	9617.0561403657	10001.00000000003	10001.000000000018	10000.999999999978	10001.000000000016	10000.999999999995	10001.000000000025	10000.999999999995	10467.18674469116	9629.82606502282	10000.99999999997	10001	10001.000000000027	10000.999999999989	10276.711749927263
10501.949652815509	10001.000000000022	9592.416188531468	10001.000000000035	10000.999999999982	10000.999999999984	10000.999999999969	10001.000000000024	10001.000000000035	10000.999999999962	10033.072311534808	9667.037244129337	9574.93444288154	10000.999999999993	9700.974637268953	9778.310556873175
10405.46736550107	10001	10001.000000000016	10000.999999999964	10001.000000000015	10001.000000000027	9741.039832373914	10000.999999999995	10514.416201959693	10380.43579959308	10000.999999999989	10000.999999999998	10000.999999999976	10000.999999999982	10000.999999999984	10001.000000000033
10001.000000000038	10000.999999999976	9650.358279754397	10001.000000000005	9305.926366490345	8345.261615208125	10000.999999999984	10001.000000000035	9393.443664351504	9713.04308102863	10000.999999999967	10001.000000000013	9567.546239081566	8564.19377037147	10001.000000000036	10001.000000000064
10000.999999999998	10001.000000000007	10000.999999999978	10001.000000000013	10001.000000000016	11644.90812741709	10001.000000000027	10001.00000000004	10001.000000000024	10629.099772518046	9672.875971766183	10000.999999999942	10001.00000000009	10001.000000000016	9988.782225699772	10001.000000000016
9963.57013508771	10502.713233625085	10297.914580892511	10001.00000000004	9566.928835172066	9654.086726323021	10001.000000000058	10410.103071590582	9765.28831290569	11308.255142394128	10000.999999999995	10001.000000000036	10237.811158858725	10365.35202112495	10000.999999999962	10601.78237613974
10000.999999999985	10001.000000000011	10000.999999999976	10001.000000000011	10001.000000000013	9947.103706298483	10000.99999999999	10000.99999999995	10594.030579917711	10000.999999999982	10000.99999999995	10000.99999999995	9689.79037788847	10493.019359759553	10000.99999999998	10957.02563638884
10000.999999999978	10000.99999999997	9684.286130743369	10001.000000000031	10000.999999999964	10271.59686114022	10000.999999999984	10001.00000000001	9597.119598129391	10001.000000000018	10001.00000000001	11009.681113250454	10001.000000000016	10000.999999999945	10000.999999999978	9183.473619192393
10000.999999999989	10000.999999999973	10001.000000000024	9710.446681921878	10000.999999999935	10001.000000000011	10000.999999999978	9626.856532531547	10001.000000000044	10001.000000000027	10326.860347600254	10001.000000000044	10000.99999999997	10000.999999999998	10000.999999999965	10000.999999999993
10468.08752263317	10404.856641236482	10000.999999999996	10001.00000000001	9517.502211714327	10244.587027777927	11068.842074748158	9970.720069162287	10000.999999999969	10036.779277270278	10000.999999999993	10001.00000000007	10000.999999999973	10000.99999999999	10000.999999999965	9805.035183722966
10000.999999999967	10000.999999999982	10000.999999999955	11238.243965360702	11284.148306228697	10001.000000000015	10001.000000000013	10001.000000000005	10001.000000000031	10000.999999999996	10048.661021709335	9708.749147664697	10000.999999999982	9952.938464749448	10000.99999999999	10466.474355760787
10001.000000000013	10001	10000.999999999996	10000.999999999945	10379.486478615065	10555.591756086933	10000.999999999995	10577.965318398521	10304.516020285122	10000.999999999982	10001.000000000018	10001.000000000018	10432.13554470758	10001.000000000011	9774.895822867507	10001.000000000056
10001.000000000013	9414.388275057467	10654.615273429592	9694.543273736366	10001.000000000015	10000.999999999984	10000.999999999978	10001.000000000027	11451.00923271062	10000.999999999985	10000.999999999945	10001.000000000015	10000.999999999964	10000.999999999969	10000.99999999996	10001.000000000024
10000.999999999985	10001.00000000001	10000.999999999987	10266.728266745251	10608.383475064264	10099.308390776418	10000.999999999987	10000.999999999915	10000.999999999995	10368.619608835206	10001.000000000047	10001.000000000033	10914.865416543218	10000.999999999996	10001.000000000002	10305.843283932361
9584.802573022318	10000.999999999998	10863.128577077714	10000.999999999964	10001	10000.99999999998	10001.000000000024	10000.999999999967	10000.99999999998	10001.000000000024	9346.927382552461	10001.000000000022	10001.000000000015	10001.000000000035	9131.047396103584	10000.999999999953
10000.99999999999	10000.999999999975	10001	10001.000000000016	10001.000000000018	10001.000000000024	10001.000000000013	9974.192499528908	10000.999999999984	10001.000000000011	10001.000000000031	10000.999999999989	10001.000000000035	10000.999999999989	10001.000000000005	9613.538430182582
10001.000000000062	10398.377209035241	10001	10001.000000000018	10331.477180877693	10001.000000000038	10000.999999999969	10001.000000000013	10354.874954102486	9709.819719671985	10001.000000000007	10001.000000000011	10000.99999999999	10000.999999999962	10001.000000000038	10314.865997481065
10000.999999999969	9913.908938293644	10000.999999999982	10001	10000.999999999975	11080.748931863207	10001.000000000004	9704.513025017728	10000.999999999967	10000.99999999996	10000.999999999984	10000.999999999987	10000.999999999987	10000.999999999967	10000.999999999984	10001.000000000015
10001.000000000027	10871.8419858343	10001.00000000001	10000.999999999985	9851.734690803882	10000.999999999975	10001.000000000018	10000.999999999947	10001.000000000038	10961.669771528199	10001.000000000025	10000.99999999999	10000.999999999956	10001.00000000004	9690.367703967124	10578.159110645507
10001	10001.000000000016	10000.999999999998	10000.999999999975	10001.000000000035	10337.146345030358	10322.825399683812	10400.732918750904	10000.999999999998	9653.113482841969	10001.00000000003	10000.999999999969	10092.929939952082	10000.99999999998	10001.00000000001	10001.000000000047
10001.000000000025	10000.999999999996	10000.99999999999	10626.721451616642	10000.999999999973	8974.480004029067	10000.999999999984	10001.00000000001	10001.000000000004	9597.38258419037	10001.000000000022	10001.00000000002	10000.999999999958	8241.006002682292	10000.999999999989	9645.173890315613
10302.187361723942	10001.000000000011	10001.000000000002	10001.000000000035	10000.999999999989	10001.000000000015	11012.464243206752	10001.000000000013	10000.999999999978	10001.000000000002	10326.84367451257	10000.999999999942	10000.999999999976	10000.99999999996	10000.999999999996	9951.290311568753
10095.37067973374	9819.582785537847	10000.999999999996	10000.999999999965	10000.999999999987	10001.000000000004	10000.999999999993	10000.999999999956	10000.999999999987	10001.000000000025	10001.000000000035	10001.000000000004	11063.620489748573	10001.000000000025	11111.827552082723	10900.769252699598
10000.999999999998	10001.000000000024	10001	9562.27523488571	10000.999999999956	9512.626871833814	10001.000000000004	8880.850024129315	10001.000000000045	9507.494989889381	10000.999999999975	9522.183143780576	10000.999999999995	9676.047138994969	10000.99999999995	9524.418002770326
10326.463678597183	10001.000000000007	10001.000000000051	10000.99999999997	10001.000000000025	10000.999999999993	10000.999999999984	10001.000000000015	10001.000000000053	10000.999999999924	10001.000000000004	10000.999999999998	10000.99999999997	10000.999999999989	10001.000000000015	10001.000000000022
10000.999999999955	10000.999999999989	10001.000000000076	10001.000000000004	10001.000000000018	10000.999999999978	10001.00000000001	10000.999999999984	10000.99999999998	10001.000000000005	10000.999999999953	10001.000000000025	9699.223697814927	10000.999999999976	10001.000000000016	10000.999999999998
10000.999999999947	10000.999999999976	10001.00000000005	9564.236945041626	10000.999999999998	9674.539200698751	10411.273230547766	9671.369187520782	10001.000000000025	10000.999999999987	10001.00000000001	10000.99999999995	10000.999999999964	10000.999999999987	10000.999999999989	10001.000000000042
10000.99999999996	10297.829389986773	10000.999999999976	10001.00000000001	10001.000000000004	10001.000000000022	10000.999999999985	10000.999999999984	10000.999999999996	10695.94365421845	10000.999999999962	10328.360105494457	10000.999999999956	10001.000000000013	10000.999999999985	10000.99999999993
10001.00000000003	10001.000000000002	9597.60108939492	10000.999999999987	10000.999999999978	10000.999999999973	11044.256552730913	9655.789830708845	10000.999999999973	10000.999999999998	10000.99999999994	10000.999999999978	10000.999999999985	10001.000000000058	10001.000000000035	10000.99999999998
10291.856360440992	10001.000000000058	10279.094645163228	9200.367529629411	10001.000000000011	10000.999999999987	10000.999999999896	10167.602204637862	10458.181078802838	10355.97700430522	8568.514154606755	10303.636028069492	9565.315426434674	10000.999999999995	10001.000000000022	10291.740771202723
10001.000000000005	11072.955607725355	10457.801826635607	10001.00000000002	10000.999999999989	10000.999999999967	10371.2318619861	10356.360220553279	10368.495435235556	10001.000000000051	10001.000000000024	10001	10001	10317.229629875315	10001.000000000011	10001.000000000011
10000.999999999978	10001.000000000038	10000.999999999996	10000.999999999995	10001.00000000005	10001.000000000004	10001.000000000047	9620.950049716741	10001.000000000005	10289.353108873338	10001.000000000011	10000.999999999967	10001.00000000001	10001.000000000002	10001.000000000055	9893.442546463662
10000.99999999997	10000.999999999967	10001.000000000044	10306.71739753842	10408.311887206	10000.999999999982	11187.599116053452	10000.999999999967	10000.999999999987	10000.999999999958	10001.00000000002	10196.494423246488	10001.645665865415	10001.00000000003	10000.999999999978	10001.000000000018
10001.000000000024	10000.999999999985	10001.000000000024	10321.566225806999	10000.999999999958	10000.999999999984	10001.000000000027	10001.000000000018	9650.98244190722	9659.318644024484	10323.677584994488	10001.000000000018	10001.000000000035	10298.4594645695	10000.999999999965	10000.999999999995
10049.831380323962	10532.75036308258	9696.105887794754	9718.184116026934	10000.999999999958	9688.319412580233	10001.000000000016	10027.572722712745	10000.999999999976	10000.999999999998	10313.140408828567	9677.716930918568	10000.999999999973	9133.586282017319	10000.999999999996	10322.04654536944
10000.999999999962	10000.999999999973	10000.99999999995	10001.000000000016	10000.999999999987	10000.999999999978	10001.000000000047	10001.000000000002	10001.000000000007	10001.000000000005	9485.557541936623	9372.032987944289	10001.000000000022	9836.154498891055	10001.000000000011	10000.999999999969
10574.414045590813	10000.999999999944	10460.42666951222	10001.00000000006	10001	10001.00000000001	10000.999999999996	10647.323289540811	10000.999999999962	10577.28636068533	12043.953382616277	10000.999999999958	10703.307616388714	10001.00000000003	10339.981702284413	10000.999999999965
10584.101379978514	10346.857593214481	10001.000000000002	8588.612273912753	10001.000000000016	10000.999999999955	9386.71942480624	10000.999999999973	10001.00000000004	10000.999999999996	8505.190368127454	10293.6137281865	9748.72163458862	10000.999999999998	10626.98930796146	10000.999999999985
10001	10001.00000000002	10000.999999999953	10001.000000000016	10367.223716544702	10001.000000000016	10001.00000000002	10000.999999999973	9616.91267858014	10001.00000000004	10312.025394182006	10000.99999999998	10001.000000000007	10000.99999999999	10000.99999999998	10000.999999999985
10306.381288178995	10000.999999999998	10572.586914128271	9641.973485687058	10001.000000000044	10000.999999999984	10504.267019025552	10000.999999999958	10000.99999999998	10001.000000000013	10492.035542781388	10001.000000000005	10001.000000000002	10000.99999999997	10000.999999999995	10001.000000000036
9695.326067577047	10155.962373354252	9455.829689010074	10000.999999999916	10001.000000000013	9954.849470573521	9716.449260979025	10396.883068327958	10729.759018767812	11208.703321131523	10001.00000000002	10001.00000000001	10000.999999999984	10000.999999999998	8959.41451440777	8934.985091895249
9528.488132865603	10000.999999999984	10001.000000000035	9820.755561236792	10328.307436222212	10187.390387339381	10001.000000000027	10000.999999999978	10000.999999999975	10001.000000000005	10001.000000000016	10001.000000000022	10000.99999999999	10185.052290722864	10001.000000000042	10000.99999999999
10001.000000000022	10462.548689304282	10000.999999999989	10001.000000000015	10000.999999999975	10001.000000000013	10001.00000000001	10000.99999999997	10000.999999999987	10001.000000000011	10001.000000000036	10001	10001.000000000005	10001.000000000024	10000.999999999965	10261.783124125832
9197.135812012591	10001.000000000013	9638.05694918352	10001	10001.000000000005	9653.553087167475	10000.999999999982	10001.00000000001	9581.82091343971	10344.539555002315	10001.000000000015	10000.999999999973	10001.000000000018	10001.000000000002	10352.50571583278	10001.000000000073
12014.480397532052	10001.00000000007	11840.471333992895	10001.000000000042	10700.06088789763	10001.000000000044	10000.999999999995	12313.219915986689	10847.523477784638	10000.999999999993	10000.999999999993	10001.000000000007	10001.000000000013	9207.001602058343	10000.999999999967	10001.000000000011
9565.624942686962	9614.817190713346	10001.000000000047	10001.000000000038	8811.878558100587	10000.999999999969	10000.999999999956	10000.999999999998	9668.749126431898	10001.000000000018	10001.00000000003	10000.999999999985	10001.000000000016	10000.999999999996	9631.44602677297	10390.63048451045
10000.999999999995	10000.999999999949	10000.999999999967	10000.999999999982	10000.999999999978	10001.000000000016	10001.00000000001	10000.999999999982	10298.688686589758	9607.054717294479	10001.000000000013	10000.999999999969	10000.999999999984	10000.999999999998	10000.999999999998	10000.999999999993
10000.999999999998	10000.99999999999	9714.126034926716	10001.000000000002	10000.99999999997	10001.000000000004	10342.723348607477	10000.999999999982	10082.906504505714	10000.999999999962	10000.999999999975	10001.000000000025	9038.065351324924	10000.99999999997	10000.99999999998	9981.351694725905
10000.99999999999	10001.000000000058	10000.999999999949	10001.000000000015	10001.000000000025	10000.999999999964	10001.00000000001	10001.00000000001	10001.000000000036	10360.002308784178	10000.999999999982	10001.00000000001	10492.469085851395	10001	10000.999999999993	10001.000000000033
10001.000000000036	10001	10001.000000000004	10000.999999999976	10000.999999999955	10001.000000000005	9448.790363537157	10000.999999999982	9687.763097648465	10001.000000000005	10730.202920914295	9312.694582141941	10000.999999999985	10001.000000000031	10001.00000000001	10734.9392084397
10001.000000000038	10000.99999999997	10001.000000000024	10000.999999999984	10000.999999999958	10001.000000000013	9659.60536092766	10001	10262.328125434527	10000.999999999989	9966.287659398973	9635.528562404754	10001.000000000027	9570.087809694389	10309.140958933898	10001.000000000002
10001.000000000016	10001.000000000025	10001.000000000011	10000.999999999953	9584.95345862071	9842.120194615387	10000.99999999998	10001.000000000004	9567.948881832268	10354.93546128794	10001.000000000022	8914.343069156654	10001.000000000025	9710.134907665171	10000.999999999993	9317.071357922005
10000.99999999997	9760.883509576102	10000.999999999985	9576.926975911678	10001.000000000018	11100.82035753272	10542.507328161633	10000.999999999998	10000.999999999962	10001.000000000018	10000.99999999996	10001.000000000018	10000.999999999969	10000.99999999997	10000.999999999967	10001.000000000002
10001.00000000003	10001	10000.99999999998	10000.999999999993	10540.986419765779	10000.999999999975	10000.999999999996	10296.266448833012	10001.000000000033	10317.241368443969	10000.999999999987	10000.999999999984	10001.000000000047	9973.99619258893	10001.000000000013	10001.00000000001
14147.365525084488	10001.000000000024	10000.999999999982	10000.999999999976	10001.00000000001	10487.621510847895	10513.4410349028	10001.000000000002	11594.981211726425	10000.999999999958	10000.999999999989	10000.999999999984	10001.000000000002	9673.72134763811	10001.00000000003	9677.27184388076
9485.43302798523	10000.999999999967	10000.999999999996	10327.19450702979	10338.754185831598	10000.999999999978	10096.070443814713	10000.999999999969	10000.999999999975	10001.000000000025	10000.999999999995	10001.000000000011	10000.999999999936	10001.00000000002	10001.000000000004	10000.999999999982
10481.194749556993	10001	10001.00000000002	10000.99999999992	10000.99999999997	10000.999999999985	10014.6270510486	10000.999999999993	10001.00000000002	9625.864248637217	10306.321409564283	10000.999999999987	10000.999999999984	10001.000000000004	10000.999999999975	10000.99999999999
